topic;post
Edukacja; Cześć, nie mogę się zdecydować na jeden język, na jedną technologię. Interesuje mnie webdev, konkretnie backend. Pisałem w PHP, c# i Java. Uczyłem się Pythona, ale nie wiem na co moge się zdecydować. Słyszałem jeszcze o Golang, ale nie ma ofert pracy (przynajmniej we Wrocławiu). Polecano mi JS, konkretnie Node, ale JS to dla mnie język dobry do frontu. Co waszym zdaniem byłoby dobre na początek? 
Edukacja; Cześć, Od roku biję się z myślami by spróbować się przebranżowić na programistę. Pomóżcie proszę o wybranie ścieżki biorąc pod uwagę mój konkretny przypadek, który zaraz opiszę. Będę bardzo wdzięczny wszystkim doświadczonym osobom o wskazówki, które mam nadzieję pomogą podjąć mi decyzję jaki język programowania wybrać na start oraz w jaki sposób się uczyć. Kilka punktów tytułem wstępu/ streszczenia sytuacji:  Nie mogę iść na studia dzienne czy zaoczne (praca mi na to nie pozwoli o czym będzie niżej) Interesuje mnie nauka online. Na tę chwilę najbardziej rozważam 6-9 miesięczne bootcampy (wiem, że na tym forum ta forma nauki jest przez większość krytykowana, ale dlaczego je rozważam też będzie niżej)  Mam 39 lat. Skończyłem technikum o profilu elektronika ogólna i specjalności sysytemy komputerowe. Studiowałem również 1,5 roku informatykę, ale zaraz jak weszliśmy do UE czmychnąłem za granicę za lepszymi pieniędzmi i na studia nigdy już nie wróciłem. W każdym razie technologiami interesuję się cały czas (amatorsko). Nie jestem więc panem Władkiem z warzywniaka, który nie potrafi nawet sprawnie posługiwać się komputerem. Obecnie pracuję w Norwegii jako.... monter rusztowań. Pracuję na rafineriach, stoczniach, platformach wiertniczych. Praca jest w systemie rotacyjnym. Tzn. 2 tygodnie pracuję po 12 godzin a potem jestem przez 3 tygodnie w domu. Właśnie to wyklucza naukę stacjonarną. Na razie nie chcę rezygnować z tej pracy, bo jest bardzo dobrze płatna (12-20tys za rotację zależnie od projektu). Jest to jednak praca fizyczna i za kilka, kilkanaście lat pewnie nie będę mógł/chciał już jej wykonywać. Poza tym nigdy jej nie lubiłem, wygrały pieniądze ). Kiedy zacząłem się zastanawiać nad planem B na przyszłość przyszło mi na myśl własnie programowanie. Łączy to moje zainteresowanie komputerami, informatyką z realną szansą na niezłe zarobki (oczywiście ze świadomością, że będę się musiał duzo i długo uczyć). Mieszkam w mieście 60tys ludzi, ale do pracy mógłbym dojeżdzać do oddalonej o 40km Łodzi. Język angielski na poziomie B1. I teraz tak. Dlaczego myślę o bootcampie?  Bo mnie stać. Bo zainwestowanie 10-15 tys zł będzie mnie, mam nadzieję, dodatkowo motywowało Bo nie będę musiał marnować czasu na szukanie samodzielnie informacji, darmowych kursów, książek itp, a czasu wolnego do poświęcenia dla nauki mam ograniczoną ilość. W pracy pracuję po 12 godzin, więc na naukę zostanie jakieś 2 godziny dziennie, a w domu mam dwójkę dzieci, w tym jedno 1,5 roczne- także też więcej niż 2-3 godziny dziennie nie wygospodaruję  I teraz pojawiają się pytania do Was:  Jeśli nie bootcamp (nie będę wymieniał nazwy firmy, żebym nie był posądzony o reklamę) to jaka inna forma nauki w moim przypadku?  A jeśli w mojej sytaucji bootcamp będzie racjonalnym wyborem, to jaki kurs wybrać? :  web developer (front-end i back-end w jednym kursie, lub sam front-end). Być może dzięki takiemu wyborowi będę mógł zacząć pracować (przyjmując jakieś zlecenia) nie rezygnując od razu z pracy w Norwegii, a swoje projekty wykonywać po pracy lub kiedy będę 3 tygodnie w domu? Dzięki temu nadal będę się rozwijał, nie rezygnując jednocześnie z pracy tak długo jak długo uznam, że mogę już fajnie zarabiać w PL (a fajnie zaczyna się u mnie od powiedzmy 7tys zł) bez potrzeby jeżdzenia do Norwegii, opuszczania rodziny, itp.      java developer. Z jednej strony zdaje się, że jest to język, gdzie są wyższe zarobki, szersza możliwośc rozwoju, ale z drugiej strony trudniej się tego nauczyć, nie jestem pewien czy podołam. No i  zdaje się, że ciężko będzie pogodzić pracę w Norwegii i jednocześnie pracowanie jako programista, bo tu chyba większość firm szuka ludzi na pełny etat, więc w pewnym momencie musiałbym odstawić Norwegię, poszukac pracy dla juniora, przełknąć też pewnie, ze przez rok, a moze i 2,3 lata zarobki na poziomie 3-4 tyś złotych i nie być pewnym czy mój mózg jest  jeszcze wystarczająco wydajny by za jakiś czas przestać już być juniorem i zacząć zarabiać lepsze pieniądze.   tester automatyzujący - wprawdzie to nie programista, ale połączony z tą branżą. Ponoć znacznie łatwiejsze od nauki javy, ponoć wakatów na wejściu więcej, ale z drugiej strony możliwości rozwoju i lepszego zarobkowania szybko sięgają sufitu, który nie jest najwyżej powieszony.    Rozmawiałem na te tematy z doradcami z bootcampu, ale wiadomo, że oni próbują sprzedać mi produkt, bo mają z tego prowizję (sam pracowałem kiedyś w handlu ) ), więc moja wiara w ich słowa jest bardzo mocno ograniczona. Dlatego też jestem tutaj, u źródła :) Tak to wygląda z mojej strony. Czy znając moją sytuację możecie mi coś merytorycznie doradzić? z góry dziękuję. 
Edukacja; Przede wszystkim witam wszystkich forumowiczy. Co by nie marnować czasu na przydługi post postaram się streszczać. O tym ze caly swiat kreci sie wokol pieniedzy slyszal zapewne kazdy. Co innego jednak slyszec a co innego doswiadczyc. Przez dobrych kilka lat pracowalem w sprzedazy zarabiajac niezle. Na tyle niezle by na wszelakich spotkaniach towarzyskich nalegac na placenie. Co chce podkreslic naleganie to nie wynikalo u mnie z potrzeby zaznaczenia pozycji a z szczerych checi. Wplyw mialo tez ubogie dziecinstwo, przez ktore powtarzalem sobie, ze po zdobyciu pieniedzy sknera ( jak czesc rodziny mamy) nie bede, co to, to nie!  Zeby jeszcze skrocic historie -> gdy przyszlo wypalenie zawodowe ( sprzedaz trzeba czuc) a co za tym idzie podjalem decyzje o robieniu w zyciu tego na co mam ochote, a nie tego co przynosi duze profity, dziwnym sposobem osoby wczesniej przepadajace za moim towarzystem, domagajace sie mojej opinii na kazdy niemal temat, ot tak jakby za sprawa magicznej rozdzki zniknely z mojego zycia. Wszystkie wczesniejsze zapewnienia, o tym jak bardzo sa mi wdzeiczne za wszystko i jak mocno beda mnie wspierac na mojej nowej drodze zycia okazaly sie stekiem bzdur.  Nie mam pretensji, nie winie ich za to, po prostu mi przykro. Aktualnie pisze ksiązkę, na przekór mej sytuacji bardzo zabawna:) Jestem totalnym fanem popkultury, gier, filmow, ksiazek takze postanowilem stac sie czescia tego co kocham. Jakie sa pieniadze z pisania ksiazki? Ano zadne, dopiero po jej wydaniu, MOŻE zwroca mi się koszty kaw wypitych po nocach. Gdy pisze czas leci bardzo szybko.  Ale do rzeczy, poza lekkim piorem otrzymalem calkiem sprawny umysl, ukonczylem przed chwila jakies tam podstawy Pythona i okazuje sie ze lizniecie programowwania bylo swietnym przezyciem. Czego szukam? Osoby ktora podesle mi materialy / wskaze kurs do tego abym mogl za jakies 9 miesiecy podjac prace ( jakakolwiek ) w branzy. Osoby do ktorej bede mogl napisac / zadzwonic w razie problemu.  Szukam mentora/mentorki ktory wezmie pod skrzydla ucznia, a jako zaplate przyjmie moje posluszenstwo i obietnice odwdzieczzenia sie, wiem ze dla wiekszosci do szukanie frajera, ale jesli ktos chcialbym sie sprawdzic jako nauczyciel, albo ma dobre serce to zapraszam obecnie moglbym zagospodarowac codziennie do 5 godzin na nauke, reszte dnia zajmuje mi pisanie, przed snem gram chwile w HS (tak wiem wstrent nalog, ale tam jestem w legendzie a w zyciu licze kazda zlotowke aktualnie) pisalem o 9 miesiacach gdyz po tym czasie :  moze skoncze ksiazke na pewno skoncza mi sie pieniadze  
Edukacja; czesc,  jestem studentem 1. roku, spodobal mi sie python i jestem ciekawy co trzeba w nim umiec zeby zaczac rozgladac sie za stazem. Przegladalem ogloszenia, ale nie jest tam nic sprecyzowanego, wiec jako laik czuje sie mocno zagubiony i nie wiem jak oraz czego powinienem sie uczyc. Na pewno ktos tutaj byl pare lat temu w podobnej sytuacji, jest w trakcie lub juz po stazu i cos na ten temat wie. Bylbym wdzieczny za pomoc. 
Edukacja; Lepiej iść na informatyke na AGH WIET czy na informatyke analityczną na UJ TCS? 
Edukacja; Hej, Ponoć jest możliwość zdawania certyfikatu AWS Architect Associate online. Czy ktoś już zdawał? Wiecie jak to wygląda? Ma jakieś opinie? Dzieki 
Edukacja; Witajcie wszyscy Uczę się tego C++ jakoś od 2 tygodni i frajdę z tego mam. Ale z tego co widzę to żeby e-booka przelecieć zajmie mi pół roku minimum albo dłużej- niewiem.  Z powodu Covid-19 pojawiło się w sieci bardzo dużo darmowych kursów programowania. I pytanie do zgromadzonych! Czego polecacie się intensywnie uczyć żeby w miesiąc ogarnąć temat i potem już brać jakieś zlecenia? Pozdrawiam :) 
Edukacja; Zabieram się właśnie za pisanie pracy inżynierskiej i wymyśliłem sobie aplikację webową w Java, Spring, Hibernate, Rest Api + jeśli będzie trzeba front w JavaScript, React albo Angular. Szukam jakiegoś kursu który pokaże mi jak taką aplikację zaprojektować w UML z naciskiem na SOLID tak żeby to wszystko miało ręce i nogi. Najlepiej jakby było to na początek coś krótkiego (na kilka godzin) kładącego nacisk na stronę praktyczną np. kurs video. Macie do polecenia jakieś fajne materiały? 
Edukacja; Dużo tracę idąc na studia w Polsce na jeden z najlepszych wydziałów? czy lepiej by było za granicę ale nie na topowe uczelnie typu Oxford czy ETH tylko boję się że finansowo nie wyrobię i że angielski nie mam wystarczająco dobry 
Edukacja; Dzień dobry! Nie jestem pewien czy jest taki zawód jak w tytule, lecz w pełni opisuje ta nazwa to czym chce się zajmować, lecz nie wiem jak się do tego zawodu uczyć, co prawda liznąłem Photoshopa czy Illustratora, corela, czy to na czym pracujemy w szkole czyli Gimpa i inkscapea czytuje blogi typu pani Zebzy czy podobne, żebym mógł bardziej poznać środowisko. Pisania stron nawet nie zaczęliśmy chyba że liczymy korzystanie z kreatora Alligator Flash czy coś w tym stylu, a już prawie koniec roku, wiem że technikum informatyczne uczy podstaw podstaw podstawy zawodu lecz to co się dzieje jest żałosne. Chciałbym się uczyć w wolnym czasie pisania stron internetowych, wiem że są takie poradniki jak Pana Zelenta, tylko nie wiem które mi się przydadzą a które nie, czy może kupić jakieś książki. Jeśli ktoś się tym zajmuje czy ma pojęcie w tej dziedzinie to czy mógłbym mi poradzić od czego zacząć? Przy jakim wykształceniu będę mógł zacząć pracę w zawodzie? Czy muszę zacząć jako freelancer, czy są firmy sprawdzające wiedzę i umiejętności podczas rozmowy, lub proszące o wykonanie projektu? Dodatkowo mam pytanie, czy po tym roku lepiej przenieść się do liceum, czy kontynuować naukę w technikum? Są nauczycielki uczące zawodowych które lubię i widać że chcą nas jednak czegoś nauczyć ale niektóre utrudniają życie i zamiast pomóc gdy czegoś nie rozumiemy, siedzimy całą lekcje albo wysłuchując narzekań, albo przy poradniku na YouTube. Nie wiem czy to się w ogóle opłaca bo po szkole mam mało czasu dla siebie. Są dni że wstaje, no teraz akurat nie bo koronawirus, ale są dni w których musiałbym razem z jazdą do szkoły i powrotem spędzić 10-11 godzin. 
Edukacja; Cześć, niedługo muszę się zdecydować, jak będzie wyglądać moja praca magisterska. Jako pracę inżynierską stworzyłem aplikację webową do zarządzania treningami siłowymi -> stworzenie lub wybranie stworzonych treningów i symulacja treningu w czasie rzeczywistym. Mnóstwo takich aplikacji istnieje na androida. Ponadto podzieliłem konta dla administratorów i zwykłych użytkowników, stworzyłem panel administracyjny i parę innych funkcjonalności. Wykorzystałem takie technologie jak: Spring Boot, Vaadin, Mysql, Hibernate. Ogólnie aplikacja mimo paru błędów spełniała swoje zadanie i w miarę wyglądała z pomocą Vaadina. Myślę, że fajną opcją byłoby dopracowanie i rozbudowa aplikacji o różne inne funkcjonalności jako praca magisterska. Pomysłów na rozbudowę mam mnóstwo, jednak największym problemem jest Vaadin. Zdecydowałem się na jego użycie ze względu na gotowe komponenty i prostotę tworzenia frontendu przy jego pomocy. Na dłuższą metę jest on jednak uciążliwy, tworzenie frontedu jest ograniczone i ingerencja w zmianę gotowych komponentów jest trudna. Dlatego chciałbym stworzyć frontend w jakiejś innej technologii. Co polecacie do połączenia z Javą? Angular? React? Coś innego? Czego najlepiej się nauczyć? A może zostawić już to i jakąś inną aplikację stworzyć jako magisterkę? Chętnie przeczytam każdą opinię, z góry dzięki za odpowiedź :) 
Edukacja; Witam wszystkich :) Jestem Ciekawy co Państwo uważają na temat WIT czy UTH oczywiście zaocznie. (inżynieria oprogramowania) Może macie jakieś doświadczenia z innych uczelni. Potrzebuję pomocy, bo w internecie ciężko jest znaleźć jakieś konkretne informacje na ten temat. Większość ludzi mówi o PJATK-u, ale słyszałem, że podobno tylko renoma za tym idzie, a ja bym chciał naprawdę się czegoś dowiedzieć na tych studiach, oczywiście dodatkowo szkoląc sobie wszystko inne we własnych zakresie. Uważam, że warto rozpocząć przygodę studiów pomimo różnych zdań na ten temat w aspekcie programowania. Czekam na odpowiedzi!! Pozdrawiam, Młody adept Programowania :) 
Edukacja; Które polskie uczelnie mają najwyższy poziom? Które polskie uczelnie mają poziom zbliżony do tego światowego? chodzi mi o kierunek informatyka 
Edukacja; Tak jak w tytule. 
Edukacja; Jestem na studiach inżynierskich i nie jestem fanem nauki według uczelnianego harmonogramu, więc postanowiłem, że jeżeli mam iść na studia magisterskie to chcę się tam czegoś nauczyć i bynajmniej nie chodzi o wiedzę informatyczną. Dlatego zacząłem myśleć o studiach zagranicą w języku angielskim. Główne kryteria co do państwa to poziom życia taki jak w Polsce lub wyższy, nieeuropejskie i najlepiej z tanią/darmową edukacją lub łatwo dostępnym stypendium. Chętnie też wysłucham opinii osób, które studiowały poza Polską na temat czy było warto. 
Edukacja; Wiemy, że najlepszą nauką programowania jest samodzielne pisanie kodu i rozwiązywanie natrafionych problemów, niż czytanie książek czy oglądanie kursów na udemy. Stąd mam pytanie. Aby ulepszać swoje zdolności programistyczne, waszym zdaniem lepiej tworzyć duże projekty, obszerne, które robimy nawet dłużej niż miesiąc, czy może mniejsze, które poruszają głównie jakiś jeden większy problem? Ma w ogóle to jakieś znaczenie? Jakie jest wasze zdanie w tej kwestii? 
Edukacja; Cześć, Od jakiegoś czasu tworzę kurs o optymalizacji bazy danych Oracle, średniozaawansowany SQL czy działaniu samej bazy Oracle. W dziale bazy danych prowadzę wątek gdzie wrzucam aktualizacje kursu oraz prowadzę dyskusje z użytkownikami pod tym linkiem. W trakcie pisania tego kursu słyszałem wiele pytań (na forum i poza nim) odnośnie kursu dla początkujących w SQL i Oracle. Dlatego też zacząłem tworzyć Kurs SQL i baz danych dla początkujących pod adresem: KURS SQL Napisałem też już pierwszy kurs z serii SQL i baz danych (taki hello world w sql) pod tytułem: SQL bazy danych - jak zacząć Jak widzicie dopiero zaczynam tworzyć ten kurs dlatego proszę, napiszcie co jest w tym kursie OK, co zmienić, czego jest za mało/za dużo, co dodać, co jest dobrze i co zostawić :) Dajcie proszę też znać jak wygląda pierwszy wpis abym wiedział jak pisać kolejne kursy aby były bardziej czytelne i przystępne :)  Zapraszam do mojego kursu programowania na bazie Oracle  Dla średniozaawansowanych + optymalizacja: KURS Oracle SQL  Dla początkujących bazy danych + SQL: KURS SQL 
Edukacja; Zastanawiam się czy lepiej wybraç uniwersytet czy politechnike do studiowania informatyki, jakie są różnice? Czy to, że nie chce się zajmować elektroniką i fizyką to wystarczający powód, by wybrać uniwersytet? 
Edukacja; Cześć, po dwóch latach mam dość wspierania lokalnych użytkowników i byciem chłopcem od kabelków i przygotwywaniem sprzętu.  Niestety, nie prędko mi na studia z różnych powodów. Z angielskim nie stoje jeszcze najlepiej - B1 jest za słabe moim zdaniem (utrudnia mi też sytuacja z koronawirusem, bo firma dofinansowuje i to sporo szkoły językowe, ale nie dane jest mi w nich w tym momencie uczestniczyć.)  Czy da się kursami, szkoleniami lub poszerzaniem wiedzy we własnym zakresie przejść w inny kierunek? Chodzi mi o Administratora Office 365 Moglibyście polecić? Dać radę w tym kierunku? 
Edukacja; Witam, od razu zaznaczam, iż nic nie potrafię w tym temacie. Mam pytanie : jak polecacie uczyć się programowania AI. Jakieś książki, filmy na yt(mogą być po angielsku)? Wiem, że programowanie AI to coś bardzo obszernego, ale na początek chce robić coś prostego. Z góry dziękuję i proszę o konstruktywną krytykę.  Sic Parvis Magna 
Edukacja; Cześć, Na codzień pracuję jako Java developer. Chciałbym odswieżyć/zdobyć nową wiedzę w kilku fundamentalnych zagadnieniach typu sieci, systemy operacyjne i architektury komputerów. Czytałem niedawno książkę Ultralearning Scotta Younga, która dotyczy właśnie szybkiej nauki, jednak mam trochę pytań w związku z szybką nauką oraz zrozumieniem w przypadku czerpania wiedzy właśnie z mocno technicznych książek. Zacząłem czytać książkę Computer Networks Tannenbauma 5th edition z 2012 roku: https://www.amazon.com/Comput[...]Tanenbaum-ebook/dp/B006Y1BKGC Książka bardzo mi się podoba, jest fajnie opisana, ale jest również dość obszerna, bo ma prawie 850 stron wiedzy o sieciach. Jakie są Wasze podejścia do szybkiego czytania takich książek, tak, żeby przeczytać je szybko, ale również ze zrozumieniem wycisnąć z niej jak najwięcej się da? Czy robicie jakieś specjalne wersje notatek podczas czytania takich książek? Na tą książkę dałem sobie 1.5 miesiąca, żeby ją przeczytać, ale z tego co widze, to moge jednak się nie wyrobić w tak krótkim czasie. Ile czasu zajmuje Wam przeczytanie takich książek ze zrozumieniem? Pozdrawiam 
Edukacja; Cześć. Studiuję na kierunku geoinformatyka na AGH. Wybrałem ten kierunek studiów że względu na to, że zawsze interesowała mnie geografia, lubiłem patrzeć na mapy i ciekawił mnie świat, byłem z niej zawsze dobry. Interesowała mnie także informatyka. Zawsze lubiłem wiedzieć jak komputery działają, składać je i próbowałem trochę programować w C++ choć to były kompletne podstawy. Wybierając ten kierunek byłem nastawiony żeby pracować w przyszłości na rynku IT, zawsze interesowała mnie praca programisty niekoniecznie związana z tym przedrostkiem geo w nazwie kierunku. Nie studiuję czystej informatyki, ponieważ pomimo tego, że rekrutowałem się na takowe kierunki, to się na nie nie dostałem z powodu słabiej napisanej matury z matematyki rozszerzonej. Ostatnio czytając na różnych forach o tym kierunku spotykam się z dużą ilością hejtu,  że po tym nie jest się żadnym informatykiem i jest to tzw. zapychacz po którym ciężko będzie znaleźć pracę nie tylko w IT ale także w geoprzedsiębiorstwach. Chciałbym poznać wasze opinie czy rzeczywiście może być tak ciężko ze znalezieniem pracy po tym kierunku? Nie ukrywam, że głównie zależy mi na pracy związanej z programowaniem i niekoniecznie programowaniem aplikacji geoprzestrzennych. Czy po tych studiach jestem ograniczony tylko do pracy w firmach związanych z szeroko pojętą geologią czy jest duża szansa na znalezienie pracy poza tym obszarem? Czy potencjalnego pracodawcę będzie zniechęcało to, że jestem po GEOinformatyce, a nie czystej informatyce albo chociaż po informatyce stosowanej? Sam już nie wiem czy dobrze wybrałem, a nie chcę mieć roku studiów w plecy i chętnie poznam wasze opinie na ten temat, ewentualnie jeśli jest ktoś po tych studiach albo zna kogoś kto skończył ten kierunek i podzieliłby się opinią, byłbym bardzo wdzięczny. 
Edukacja; Cześć, Chciałbym się dowiedzieć co nieco o IOS developerze. Czy jest popyt na takiego typu aplikacje. Czy można zdobyć pracę będąc na początku ścieżki IT (praca dla juniora)? Jeżeli już przy aplikacjach mobilnych jestem, waszym zdaniem dla IOS warto pisać je w Kotlinie, Swift? 
Edukacja; Zaczynam nową pracę, póki co z wiadomych przyczyn są problemy z załatwieniem dostępów, wprowadzenia w projekt, itp, itd, więc dostaliśmy liste technologii jakie będziemy wykorzystywać i które dobrze żebysmy, póki co we własnym zakresie poznali.  No a jako, że najlepiej idzie mi nauka przez praktykę, to chciałbym wyklepać coś więcej niż hello world, ale nie bardzo wiem co konkretnie :D Więc pytanie do Was, podajcie proszę kilka tematów na projekt oparty o mikroserwisy. Wiem, że teoretycznie mogę zwykłego cruda rozbić na kilka serwisów, ale wolałbym jednak by ten mini projekt miał jakiekolwiek argumenty za tym by być napisanym w taki a nie inny sposób. 
Edukacja; Przerwa w zajęciach stacjonarnych co najmniej do końca kwietnia. Pracownicy dydaktyczni mają się w pełni przygotować na nauczanie i kontrolę postępów w nauce zdalnie. Czy mogę podać link itp? Nie, sorry. Info towarzysko-rodzinne z informacji wewnętrznej (z nazwę go: jednego z największych uniwersytetów w Polsce). Studenci będą proszeni o opuszczenie akademików nie tylko jak obecnie w Warszawie i Poznaniu.  Ktoś sobie uświadomił, że pisał pod pseudonimem rzeczy, które lepiej żeby w firmie nie wypatrzyli :-)  Kiedy wiedzieć czy zacząć nauke Springa? bo w czystej Javie to nic ciekawego nie zrobie chyba 
Edukacja; Witajcie. Programuje w PHP od jakiegoś czasu. Zastanawiam się nad nauką czegoś nowego (żeby mieć jakąś alternatywę gdyby coś). Po koronawirusie nie wiadomo jak będzie wyglądał rynek phpowy i chciałbym się w jakiś sposób „zabezpieczyć”. Chciałbym też zwiększyć swoje ewentualne zarobki. Bawiłem się ostatnio Pythonem - podoba mi się,  ale ofert pracy jest stosunkowo mało. Rozkminiam też Node i wydaje mi się bardzo spoko. Trochę składnia „dziwna” (js), ale też mi się podoba. Znajomi polecają mi c#/ASP .net - jako uniwersalne środowisko i stosunkowo duża ilość ofert. Nie jestem jednak do tego przekonany - wydaje mi się rynek .net bardzo „zatkanym”.  Jakie są Wasze sugestie w tej kwestii? :) 
Edukacja; Witam, Szukam technologii w których fajnie się pisze aplikacje desktopowe, pracuje w branży związanej z automatyką. Na razie pisałem w WinForms oraz Wpf jednak po jakimś czasie pisania w Visual Studio stwierdziłem, że chciałbym nauczyć się czegoś jeszcze. Myślałem nad Java ale widzę, że stoi przede mną cała masa tematów w google. Czy mógłby ktoś doradzić w czym można by teoretycznie pisać takie aplikacje ? 
Edukacja; Hej.  Postanowiłem nauczyć się programowania w Javie. Przejrzałem dostępne książki i postanowiłem, że zamówię ebooka T.Gaddisa: Java dla zupełnie początkujących - po przejrzeniu fragmentu książki po prostu mi się spodobała, nie widziałem też złych opinii.  Przeczytałem, by na początku skupić się na składni i użyciu jej do rozwiązywania jakichś prostych problemów programistycznych. Takich stron jest sporo i nie wiem za bardzo jaką wybrać. Nie chcę za dużo czasu spędzać przy określonym zagadnieniu - chcę się rozwijać w optymalnym tempie. Może ktoś miał styczność z jedną z trzech stron, które wybrałem i mógłby mi coś doradzić?  w3resource spoj codingbat Z góry dzięki i pozdrawiam 
Edukacja; Witam chciałbym zapytać, co jest dobre dla przyszłości otóż wybrałem WAT, zastanawiam sie tylko czy lotnictwo, czy mechatronika. Proszę pomóżcie 
Edukacja; Cześć, w ramach treningu zacząłem sobie pisać monopoly do zagrania przez sieć. Sam frontend i interfejs chcę zrobić w angularze(powiedzmy taka belka po prawej stronie ekranu), natomiast na lewych 3/4 ekranu chcę wstawić planszę(raczej 2D) do gry w jakiś sposób interaktywną - jakieś animacje pionka, wybór miejsca na domek, zaznaczanie konkretnego miasta itp. O ile koncepcję na springowy backend, część angularową mam i myślę, że sobie poradzę, to za tą część z planszą kompletnie wiem jak się zabrać, ani w czym to najlepiej zrobić. Macie jakąś radę, słowa-hasła od których zacząć szukać? 
Edukacja; Witam, uczę się intensywnie programowania od kilku tygodni, na swojej uczelni mam programowanie już od ponad roku ale moje umiejętności są mocno ograniczone. Mam ogólne pojęcie o językach zorientowanych obiektowo i potrafię napisać proste programiki konsolowe w C++ . Czytałem że dobrym pomysłem było by poszukanie mentora pod którego opieką mógłbym się szybko i we właściwym kierunku :) . Niestety naukę programowania skończyłem w zeszłym semestrze i wątpię aby ktoś na uczelni podjął się mentoringu za darmo. Zastanawiam się więc nad prywatnym nauczaniem przez jakiegoś profesjonalnego programistę, niestety te lekcje są stosunkowo drogie 50zł+/h więc mógłbym sobie pozwolić na tylko na 4-6 lekcji w miesiącu ? Czy to było by dobrym pomysłem aby przyśpieszyć naukę programowania ?  
Edukacja; Cześć.  Szukam darmowych kursów programowania w html css i JavaScript. Dla pocątkujących. Dziękuje za pomoc 
Edukacja; Dzień dobry, Od razu powiem, że kończę właśnie I klasę liceum i jako programista pracy nie miałem. Głównie dlatego zadaję to pytanie, ponieważ pracując kilka miesięcy na etacie każdy może się „wypalić” (8h dziennie to w sumie dużo, w stosunku do całej doby, i czasem trzeba odpocząć od tego), wtedy wiadomo urlop i po pewnym czasie jest już lepiej (przynajmniej takie rady były na forach). U mnie jest trochę inaczej, gdyż programowania w sumie uczę się od 1,5 roku po 1-3h dziennie wiadomo czasem więcej, a czasem w ogóle (oczywiście w wolnym czasie po szkole). Jest to nauka hobbistyczna, ale jednak o pracy się myśli, bo w końcu cieszyło mnie to i nie potrzebowałem motywatorów, po prostu coś mnie do tego ciągnęło. Niestety nie wiem co się stało, ale od ok. 2 tygodni programowanie jest dla mnie „neutralne”, a od 4 dni nie chcę na nie patrzeć. Źle się z tym czuje, bo wiem z jakim zapałem do tego podchodziłem i chciałbym, aby to powróciło. Zastanawiam się co może być powodem, ale mam kilka typów.   nie znam żadnej osoby pracującej jako programista bliżej (w rodzinie też nie mam programisty) jestem całkowitym samoukiem przez co mogłem trochę zatracić rzeczywistość  nie mam takiego znajomego, z którym mógłbym sobie o programowaniu porozmawiać może te projekty, które robiłem (github) może były zbyt ciężkie/nudne/zaawansowane/duże itd.  Możliwe jest też to, że mój umysł poznał dopiero podstawy programowania i przedwcześnie stwierdził, że nie chce tego robić. Przesyłam link do mojego githuba (https://github.com/bartekeros), jakbyście mogli choćby zerknąć i  ocenić na jakim poziomie jestem, szczególnie w tym projekcie (https://github.com/bartekeros/Trasher), gdyż jest on najnowszy oraz niedokończony, bo to w nim dopadł mnie „kryzys?”. Czy moglibyście coś doradzić mi w takiej sytuacji, może przechodziliście przez takie momenty w swoim życiu lub jak jesteście przygotowani na takie momenty? Trochę mnie to zaczęło przerażać jak ktoś pisze, że programuje po ponad 10h, albo że po pracy rozwija jeszcze swoje projekty często zarywając noce. W stosunku do tego ja niedawno w pełnym skupieniu programowałem 3h – 4h , a teraz czuje, że po takim „zapieprzaniu :-)” straciłem chęć do tego (ale oczywiście mam nadzieję i wierzę, że to nie przez to). Bardzo byłbym wdzięczny, gdyby ktoś korzystając ze swojego doświadczeniu mógł się wypowiedzieć i mi coś doradzić. Dziękuję z całego serducha i życzę zdrowia :-) 
Edukacja; Cześć, zastanawiam się czy są jakieś strony, jakiś startowy pakiet do ćwiczenia wiedzy z C#. Coś, na czym można testować nabywaną wiedzę. Jeśli chodzi o świat front-endu, to jest tak wielki, że zaczynając naukę z C# myślałem, że tu jest podobnie. Uczę się jednak typów danych, pętli (przerabiam książkę), robię też zadania z niej, ale chciałbym zrobić jakiś mały projekt. I o ile w webdevie zawsze wiedziałem na co mogę sobie pozwolić i co robić dalej, tak tutaj nie mam pojęcia. Ogólnie to chciałbym iść w stronę webdevu właśnie, ale w .NET, a także w aplikacje w WPF. Nie wiem jednak jakie są projekty w tych technologiach dla nowicjuszy. Macie jakieś rady? 
Edukacja; Jakie znacie ciekawe i interesujące dziedziny programowania? czego próbowałem: -webdev -gamedev -mobile dev i szukam czegoś innego 
Edukacja; Witam. Jestem po  technikum informatycznym. Egzaminy również zdane ale raczej te papierki można sobie wsadzić :D ... Myślałem nad studiami na Wsei lub Wszib. Chciałbym iść na studia zaoczne i chyba raczej prywatne. ( Jeżeli macie jakieś inne uczelnie to mile widziane). Głównym pytaniem moim jest, Jaki kierunek wybrać??  Chciałbym iść w programowanie ale raczej nie gier komputerowych. Czy ktoś poleca konkretny jakiś kierunek? Nie musi być koniecznie z tych dwóch uczelni. 
